headline,label
日닛케이지수 420p↑…장중 코로나19 이전 수준 회복,긍정
"엠플러스 100억 규모 CB 발행…""기존 CB 상환위한 선제 조치""",부정확
[사고]'코로나 시대' 투자 어떻게?…지금 생중계합니다,부정확
"신한금투, 최대 5% CMA 특판 이벤트 실시",부정확
"[특징주] 신일제약, 덱사메타손 관련주 주목에 23% 상승",긍정
"현대인베스트먼트자산운용, 혼합형 인덱스펀드 출시",긍정
`제2의 SK바이오팜` 카카오게임즈 공모가는…내일부터 수요예측,부정확
"채권전문가 99% ""8월 기준금리 동결할 것""",부정확
"금투협, 신탁업무 이해·파이썬 입문 과정 개설",부정확
"에스에너지, 서울에너지공사 태양광사업 공모 선정",부정확
[오후 주식시장은]외인·개인의 쌍끌이...코스피·코스닥 강세장 이어져,긍정
미중 무역협상 불확실성 제거에 아시아 증시 일제 상승,부정확
"제이엘케이 김동민 대표, OLED 소자 뇌세포 반응 조절…알츠하이머 재활 기대",긍정
"""OLED 빛으로 뇌세포 반응 조절""…뇌질환 연구·재활 활용 가능성",부정확
코로나와 무더위 스트레스 함께 날려버릴 편의점 이색라면 눈길,부정확
"맞춤샴푸 브랜드 르셀르, 세포라 ‘Next K-beauty’ 헤어케어 부문 선정",부정확
"웅진씽크빅, 초등 비대면 화상관리 프로그램 ‘웅진스마트올 투게더’ 출시",긍정
"윤관석 ""공매도 인한 불법세력 놀이터 오명 씻겠다""",부정확
"피씨엘, 1억 규모 의료기기 공급계약 체결",긍정
"씨앤지하이테크, 삼성전자와 151억 규모 장비 계약",부정확
"""크리스탈의 혈액암 치료 후보 CG-806, 이브루티닙 대비 차별화 가능성 있어""",부정확
빚내서산 종목 살펴보니 15조원 중 8조원이 코스닥…특히 바이오종목에 경고신호음 `삑삑`,부정확
동학개미 증시 조정에 위축됐나···'빚투'도 감소세,부정확
"""채권전문가 99% 8월 기준금리 동결 예상""",부정확
주식과 반대로 움직인다던 금·비트코인 동반상승한 이유,부정확
"NH농협캐피탈, 임대아파트 청약정보 앱 내집다오와 광고 제휴 협약",긍정
"[특징주] 대정화금, 코로나19 재확산 우려 속 덱사메타손 기대감에 '강세'",긍정
"[특징주] 경남바이오파마, 미국 FDA 혈장치료제 승인에 이틀째 '강세'",긍정
"與 ""공매도 보완책, 다각도 검토 중""…박용진 의원도 발의",부정확
"[특징주] 바이넥스, CMO 수요 확대 기대감에 '강세'",긍정
"LG디스플레이, 적자 탈출 전에 주가 탈출부터?",부정확
"코로나 신규확진 이틀째 200명대..코스피, 상승 폭 확대 ` 2360선`",부정확
[Asia오전]코로나19 치료제 기대감…아시아 증시↑,긍정
공매도 제도 개선 고민...홍콩·일본서 해법 찾나,부정확
‘냉정과 열정 사이’…보험사 매물 온도차,부정확
"하나금융투자, 국내주식 거래 ‘빙고’ 행사 실시",부정확
수익률 55%…태풍 수혜주로 뜬 제넨바이오,긍정
[해외주식 길라잡이-권윤구 한국투자증권 자산전략부 수석연구원] e커머스시장 성장 수혜 기대 ‘쑥쑥’…‘중남미의 아마존’ 메르카도 리브레,긍정
현대차 4%대 상승..자동차가 코스피 강세 주도,긍정
"SK이노·GS리테일, 회사채 발행 채비",부정확
레버리지 ETP 규제 코앞…“시장다양성 제고” vs “개미 진입차단”,부정확
"와이제이엠, 미소년 보좌관 수집 재미 ‘라스트 커맨더’ 국내 정식 출시",긍정
소상공인 디자인 컨설팅 '나다' 이용욱 대표 “눈높이 맞는 디자인 컨설팅 필요”,부정확
‘IPO 大魚’ 카카오게임즈 상장 시동,부정확
"한화그룹, 3세 승계 작업 ‘플랜B’ 가동 본격화?",부정확
‘빚투’ 폭증…신용융자 많은 종목 조심,부정
홀트아동복지회의 '치유 떡볶이' 캠페인.. 우리의 일상과 미혼한부모가정에 전하는 위로,부정확
"㈜워너비인터내셔널, 포스트코로나 시대 광고·마케팅 생존 키워드로 ‘리질리언스’ 강조",부정확
'개인·외인 사자' 코스피 1.5% 올라 2360선…코스닥 2%↑,긍정
"[특징주] 한국테크놀로지그룹, ‘형제의 난’ 시작?… 주가는 ‘쑥쑥’",부정확
"與 ""공매도 연장 검토 중…금융당국과 최종 결정할 것""",부정확
"현대인베스트먼트운용, 혼합형 인덱스펀드 출시",긍정
"EY컨설팅, ‘스테이 스트롱’ 캠페인 동참",부정확
"3분기 기업실적, 2분기 같은 서프라이즈는 물 건너갔다",부정확
"윤석헌 “은행·증권사, 라임 100% 반환 수용을” 재차 압박",부정확
"[공시]퓨쳐스트림네트웍스, 6회차 CB 전환가액 1054원으로 조정",부정확
"[TF특징주] 현대·기아차, 美 기술만족도 1·3위에 동반 강세",긍정
"윤석헌 금감원장, '라임 100% 배상' 판매사 또 압박",부정확
"윤석헌 ""라임 판매사들, 전액배상 권고 수락해야""",부정확
"금감원장 ""라임 판매사들, '100% 원금 반환' 조정결과 수락하길""",부정확
"흔들리는 게임株…""잘 안 풀리네""",부정확
"채권전문가 99% ""8월 기준금리 동결"" 전망",부정확
"[올댓차이나] 홍콩 증시, 뉴욕 증시 상승에 강보합 개장",부정확
달러-엔 105.900엔(11시10분 현재),부정확
"[TF특징주] 진원생명과학, 코로나19 백신 임상 개발 지원에 급등",긍정
"[특징주] 아이에이, '미래차' 경쟁력 부각… 전기차 등 친환경차 사업 수혜 기대",긍정
[주식초고수는 지금]SK케미칼·바이넥스 등 CMO 기업에 기대감↑,긍정
"손해 입힌 자회사 임원, 모회사 주주가 소송 건다",부정
급등 부담에 코로나 재확산까지…롤러코스터장 반복되나,긍정
"채권 전문가 99% ""한은, 8월 기준금리 동결""",부정확
"현대重·삼성, 조선업계 '신성장동력' VLEC 4척 수주 성공",긍정
미국의 석유공룡 `엑슨모빌` 100년만에 다우존스서 퇴출 `충격`,부정
"SK바이오팜, 희귀 뇌전증 치료제 ‘카리스바메이트’ 임상 3건 가동",부정확
"에베레스트VC, 뱅가드 등과 12兆 선박펀드 조성 성공",긍정
“中 디지털 인프라·전자상거래·헬스케어 주목”,긍정
"[속보]""많은 코로나19 확진자들이 입원을 필요로 하지 않는다""",부정확
"-1%대 성장도 배제 못하는데…""성장률 -0.5%에도 GDP 손실 67조원""",긍정
"상상인그룹, 휠체어 사용 아동에게 '반려나무' 선물",부정확
"한국투자증권, 제2회 뱅키스 대학생 모의투자대회",부정확
[표]유럽 주요기업 주가(8/24),부정확
"與 ""공매도 연장 검토…불법세력 놀이터 오명 씻겠다""",부정확
"채권 전문가 99%, ""8월 금통위서 기준금리 동결""",부정확
[올댓차이나] 중국 증시 상승 출발…상하이지수 0.21%↑,긍정
"회계사들 ""경기 부진 4분기에도 계속된다""",부정확
"[특징주] 미 FDA, 코로나19 혈장치료제 긴급승인…관련주 희비",긍정
"러셀, 2Q 영업익 14억원…전년比 28%↓",부정
"씨앤지하이테크, 삼성전자와 150억원 규모 반도체 장비 공급계약",부정확
"마이크로소프트, 메디톡스 협력사 박신 코로나19 백신 지원",부정확
"전문가 99%, ""27일 기준금리 동결""…환율은 하락 전망 늘어",부정
삼성·현대차도 금융위에 경영개선계획 낸다,부정확
[itM] 아시아 증시 상승 출발…상해종합 3392.88 개시,부정확
신한플러스 통해 생애 첫 신한금투 CMA 개설하면 최대 연 5% 금리 받는다,부정확
"미래에셋-안방보험, 7조 美호텔 소송 시작",부정
"[클릭 e종목]""덕산테코피아, 차세대 OLED ‘M11’ 수혜 기대""",긍정
"한국조선해양·삼성중공업, 에탄운반선 2척씩 나란히 수주(종합)",긍정
"옵티팜-디어젠, AI 활용해 간암 치료용 백신 개발 나서",부정확
"전문가 99%, ""27일 기준금리 동결""…환율은 상승 전망 늘어",부정확
"대우조선, 자체 개발 재액화시스템 LNG저장설비 2척에 적용",부정확
"피씨엘, 총 1억3500만원 규모 의료기기 등 공급 계약",부정확
[특징주]삼성·현대重 잇따른 에탄 운반선 수주 소식에 강세,긍정
"회계사들 ""우리 경제 아직 코로나 충격 벗어나지 못했다""",부정
"사학연금, 경기미디어센터와 '시니어 팩트체크 기자단' 운영",부정확
"""채권전문가 100명 중 99명, 8월 기준금리 동결 예상""",부정확
"테슬라 '묻고 더블로 가'···""주가 3,500달러까지 오른다"" 왜?",부정확
"[특징주]한국테크놀로지그룹, 경영권 분쟁 논란 재점화에 급등세",부정확
코로나 신규 확진자 200명대…코스피·코스닥 1%대 강세,긍정
"채권 전문가들 ""8월 기준금리 동결 전망""",부정확
"김정욱 EY컨설팅 대표, '스테이 스트롱' 캠페인 동참",부정확
"하나금융투자, 국내주식 거래 고객 경품 이벤트",부정확
"채권 전문가들 ""8월 기준금리 동결""",부정확
"디에이테크놀로지, 이종욱 신임 대표 체제…“경영 정상화”",부정확
"회계사들 ""경기 호전됐지만, 여전히 코로나 영향권""",부정확
"[itM]하나금융투자, 국내주식 거래 ‘BINGO’ 이벤트 실시",부정확
"[특징주] 파멥신, 삼바와 'PMC-403' 위탁개발생산 계약 체결에 29%대↑",긍정
"DB금융투자, 원금지급형 ELB등 3종 판매",부정확
"[특징주] 수젠텍, 미국 코로나 키트 승인에 12%↑",긍정
"[특징주] 파멥신, 삼바와 'PMC-403' 위탁개발생산 계약 체결에 29%대 ↑",긍정
"한화, 3세 승계 작업 플랜B 가동?",부정확
"하나금융투자, 국내주식 거래 경품이벤트 ‘BINGO!’ 진행",부정확
"한국투자증권, 제2회 뱅키스 대학생 모의투자대회 개최",부정확
다우존스 종목 재편성…엑손 모빌 빠지고 세일즈포스 편입,부정확
"[마켓인사이트]‘널뛰기’ CD 금리에 시장 혼란…금융당국, 산출 방법 손본다",부정확
"[itM] 베어링자산운용, “中 디지털 인프라·전자상거래·헬스케어, 수혜섹터로 부상할 것”",긍정
'공매도 금지' 사실상 연장…모든 종목? 일부만?,부정확
[itM-오전시황] S&P·나스닥 연일 최고치 경신…코스피는 강보합,긍정
"삼성중공업, 에탄운반선 2척 수주… 2620억원 규모",긍정
"컴투스, 게임스컴 온라인 전시 참가…서머너즈워 IP 알린다",부정확
[itM]확 늘어난 ‘빚투’…신용잔고율 상위 종목 주의보,부정확
"[공시]씨앤지하이테크, 150억 규모 반도체 제조장비 공급 계약",부정확
"현대중공업, 에탄운반선 2척 수주… 2608억원 규모",긍정
"씨앤지하이테크, 150억 규모 반도체 제조장비 공급계약",부정확
"한국투자증권, 대학생 모의투자대회 개최",부정확
"[특징주] 대한과학, 코로나 의료기기 관련주 상승에 장 초반 상한가",부정확
"현대차證 ""한국가스공사, 실적 개선 어려울듯…목표가 하향""",부정확
"[특징주] 진원생명과학, 최고가 경신에도 ‘투자주의’ 노란불",긍정
"[특징주]제이콘텐트리, '테넷' 개봉 기대감에 5%대 강세",긍정
“공매도 재개시 신종자본증권 비중 높은 종목 주의해야”,부정확
"[특징주]경남바이오파마, 美 FDA 혈장치료제 승인 소식에 상승세",긍정
공매도 금지연장 사실상 결정…어떻게 바뀔까,부정확
임상 결과 발표 앞둔 메드팩토 강세,긍정
'개인·외인 사자' 코스피 1% 올라 2350선…코스닥 1.4%↑,긍정
코로나 재확산 덕분에?...재반등 노리는 수혜주,긍정
"[itM] 금투협, “9월 환율 하락전망, 전월대비 8%포인트 상승”",부정
"[마켓인사이트]아스팔트 콘크리트 업체 SG, 화신아스콘 인수",부정확
"공정위·검찰, '가격 담합' 함께 조사…공정 경제 3법 국무회의 통과",부정확
"[특징주] 이즈미디어, 카메라 모듈 수혜에 21%↑",긍정
"[공시]삼성중공업, 2620억 규모 공사 수주",긍정
[마켓인사이트]다음달 상장하는 카카오게임즈 '대박' 조짐...목표주가 3만3000원,긍정
"[특징주] 중앙오션, 사명변경 후 연이틀 상한가",부정확
[특징주]현대·기아차 美 만족도 1~2위 랭크…나란히 강세,긍정
"[공시]현대중공업, 2608억 규모 공사 수주",긍정
"하나금융투자, 국내주식 고객 경품 이벤트",부정확
"수젠텍, 美아벨리노랩과 코로나 중화항체 검사키트 FDA 승인 추진",긍정
"""코로나 극복 한 마음으로"" 김정욱 EY컨설팅 대표, '스테이 스트롱' 캠페인 참여",부정확
"[TF특징주] 만도, NASA와 코로나 환자 인공호흡기 개발 소식에 급등",긍정
"한미금융그룹, 자사 채널 한미부동산에 ‘용인 남사IC 창리 다목적 복합용지’ 매물 선보여",긍정
"셀레믹스, 승승장구..공모가 2배 눈앞",부정확
[머니팁]‘현대인베스트먼트인덱스알파 채권혼합 펀드’ 출시,긍정
"한미반도체, 5세대 뉴 플립칩 본더 출시",긍정
"현대중공업, 2608억 규모 공사 수주",긍정
레버리지 ETP 규제 임박…“시장 다양성 제고” vs “개미 성투 제한”,부정확
"[특징주]중앙오션, 사명변경·바이오 사업 추가에 이틀째 ‘上’",긍정
[itM] 하반기 IPO 최대어 카카오게임즈 증시에 ‘로그인’ 시동,부정확
[오전 시황]뉴욕증시 상승 마감에 코스피 상승 출발…2340선,부정확
"[특징주] 수젠텍, 코로나 중화항체 검사키트 개발 소식에 급등",긍정
[특징주]자사주 매입 등 기대에...SK텔레콤 25만원 근접,긍정
"삼성중공업, 2620억 규모 공사 수주",긍정
"[특징주]현대·기아차, 신차효과 등 하반기 이익 개선 기대감에 3거래일 연속↑",긍정
"GC녹십자랩셀 ""글로벌학술행사서 NK세포치료제 배양 플랫폼 기술 공개 예정""",부정확
[특징주] 미래차 경쟁력 강화 기대감…車관련주 동반 강세,긍정
"음압병동 부족 우려에…씨유메디칼, 장중 19% 상승",부정
[특징주] 현대차·기아차 강세…美첨단기술 만족도 조사서 1·3위 차지,긍정
"[itM-특징주] 진원생명과학, 코로나19 백신 정부지원 소식에 급등",긍정
"[특징주]수젠텍, 급등세…코로나 키트 美 FDA 승인 추진",긍정
"씨유메디칼 장중 19% 상승, 닷새째 강세",긍정
"[게시판] 하나금투, 국내주식 거래고객 경품 이벤트",부정확
"회계사들 ""아직 코로나 못벗어나…하반기 경기 부진 지속""",부정확
"진원생명과학, 5일만에 143% 상승…정부 코로나 백신 지원 여파",부정
"[개장] 코로나19 치료제 기대감 작용, 코스피 2340선 돌파",긍정
"[특징주]파멥신, 삼바 손잡고 위탁개발생산…‘강세’",긍정
"코스피, 강세로 출발…2,340대에서 등락(종합)",긍정
"[특징주] 태풍 바비, 얼마나 강하길래 벌써 피해 예상… ‘폐기물처리’주도 강풍",부정
로빈후드 “경제 망할수록 내 주식 오른다”… 인버스 건 동학개미 “사실입니까?” [한상춘의 지금 세계는],부정확
"상아프론테크, 수소차 멤브레인 소재 특허…목표가 159%↑-유진",긍정
"[특징주]웹젠, 신작 모바일 게임 'R2M' 출시 첫날 급락",부정
"뉴욕증시 상승 마감…코스피, 1% 가까이 오름세",긍정
"씨엠에스에듀, ‘전국 Top3 영재학교’ 배출 사관학교로 우뚝 서다",부정확
"파멥신, 삼성바이오로직스와 'PMC-403' 위탁개발생산 계약",부정확
"금융위, GRS투자자문 영업 전부정지·대표 해임요구 예고",부정
"[특징주]현대차, 美 기술 만족도 1위·기아차 3위 소식에 강세",긍정
"[특징주] 진원생명과학, 백신 임상 지원기업 선정에 5일째 강세",긍정
"삼성중공업, 초대형 에탄운반선 2척 수주…2천620억원 규모",긍정
"[TF시황] 코스피, 코로나19 치료제 주시…개인 사자에 상승 출발",부정확
"SK이노베이션·GS리테일, 회사채 발행 '채비'",부정확
"[특징주] 만도, 나사와 인공호흡기 개발 소식에 8% 급등",긍정
"[특징주] 진원생명과학, 코로나19 백신 기대감에 5거래일 연속 강세",긍정
"[특징주] 뉴지랩, '나파모스타트' 기대감에 상승세",긍정
"[특징주]하이비젼시스템, 하반기 실적 개선 기대에 강세",긍정
"[특징주] 시스웍, 비비비 우회상장 가능성에 닷새째 上",긍정
위험선호 회복에도 코로나19 경계감…원/달러 약보합,부정
"[특징주]세화아이엠씨, 마스크 3종 美 FDA 허가 주가↑",긍정
개인 매수세에 코스피 상승 출발..'2340선',부정확
"[특징주] 신작 게임 'R2M' 선보인 웹젠, 주가는 약세",부정
"[특징주]현대차, 美 기술 만족도 1위 소식에 강세",긍정
"수젠텍, 코로나19 중화항체 검사키트 개발 성공 ""FDA 승인 추진""",긍정
혈장치료 긴급승인 여파…일신바이오 이틀만에 20%↑,긍정
오늘은 개미가 산다…코스피 2340선까지 상승,부정확
[오전시황]전날 급등한 美 증시처럼...韓 증시도 장 초반 강세,긍정
"수젠텍, 美 코로나 검사 바이오 기업과 중화항체 검사키트 FDA 승인 추진",긍정
"다시 돌아온 동학개미…코스피, 2340선 '돌파'",긍정
"코스닥, 개인 '사자'에 상승 출발 ‘820선’",부정확
"[특징주]만도, NASA와 코로나 환자 인공호흡기 개발 소식에 강세",긍정
"日증시, 코로나19 백신 등 기대에 상승 출발…닛케이지수 1.11%↑",긍정
"[특징주] 웹젠, 신작 모바일게임 출시 첫날 급락세",부정
"[특징주] 만도, 미국 NASA와 코로나19 인공호흡기 생산에 강세",긍정
"코스피, 코로나 치료제 기대감 이어지며 상승 출발",긍정
"코스피-코스닥, 상승 출발",부정확
"[특징주]제넥신, 림프암 치료제 美FDA 1b상 승인에 '상승'",긍정
코스피·코스닥 상승 출발…개인 나홀로 순매수,부정확
"하나금투 ""'코로나 재확산·신제품' 반영해야…씨젠 목표가 상향""",긍정
"[특징주] 만도, 코로나19용 인공호흡기 개발 소식에 강세",긍정
"[특징주] 제넨바이오, 태풍 바비 북상 소식에 장 초반 상승",부정확
"[특징주]이름 바꾼 중앙오션, 연이틀 상한가",부정확
"[특징주]만도, 美 나사와 코로나 환자용 인공호흡기 개발 '급등'",긍정
"[특징주]앤씨앤, 급등세…전장용 반도체 개발 기대",긍정
"[특징주]제이콘텐트리, 영화·방송 사업 실적 개선 기대감에 강세",긍정
"[특징주] 한국카본, 연 매출 70% 규모 보냉재 공급 계약에 강세",긍정
[특징주] 수도권 유초중고 원격수업…관련주는 혼조,부정확
"[특징주] 만도, 코로나19 수혜주로 '등극' 배경은?",긍정
[이슈타임] 코로나19 백신·치료제 개발 기대…옥석가리기 필요?,긍정
"공인회계사들 ""韓경제, 코로나19 여파에서 벗어나지 못해""",부정
"[특징주] 진원생명과학, 정부 코로나19 백신 개발 지원에 '급등'",긍정
"[특징주] 만도, 코로나19 환자용 인공호흡기 개발 소식에 '급등'",긍정
"대신證 ""SKT, 배당에 대한 자신감이 주가 끌어올렸다""",부정확
"만도, NASA와 코로나19용 인공호흡기 개발 소식에 강세",긍정
"[itM-개장시황] 코스피, 0.96% 상승 출발",부정확
"엠플러스, 100억 규모 CB 발행 ""콜옵션 행사 및 조기상환요구 대비""",부정확
"제넥신, 신고가..파이프라인 경쟁력 부각",부정확
"코스피, 개장 초반 상승세…2,340대 위로",긍정
"제이콘텐트리, 하반기 기대요소 많아…목표주가 '유지'-한화투자",긍정
"[특징주] 한국카본, LNG 보냉재 수주 소식에 '강세'",긍정
"신한금투 ""LG디스플레이, 3분기 영업흑자 전환 전망…목표가 상향""",긍정
"[업종공략] 혈장치료제, 방산주, 녹십자",부정확
"코스피, 0.9% 상승 2350선 출발…코스닥도 0.7%↑(2보)",긍정
"[특징주] 만도, NASA와 코로나19 인공호흡기 개발에 강세",긍정
"[시황]코스피 2352.15(▲0.96%), 코스닥 821.53(▲0.71%), 원·달러 환율 1189.0원(▼0.1원) 개장",부정확
"삼성중공업, 2620억 규모 초대형 에탄운반선 2척 수주",긍정
달러-엔 106.030엔(09시10분 현재),부정확
"코스닥, 전일대비 5.79p 오른 821.53출발(0.71%↑)",긍정
[코스피]오전9시1분 22.32포인트(0.96%) 오른 2352.15,부정확
"[특징주]만도, 美 나사 코로나19 인공호흡기 생산에 '강세'",긍정
"코스피, 22.32p(0.96%) 오른 2352.15 개장",부정확
"코스닥, 5.79p(0.71%) 오른 821.53 개장",부정확
[코스닥] 5.79p(0.71%) 오른 821.53 출발,부정확
[달러/원] 환율 0.1원 내린 1189원 출발,부정확
"[코스피(개장)] 22.32포인트(0.96%) 오른 2,352.15 출발",부정확
[코스닥]오전9시1분 5.79포인트(0.71%) 오른 821.53,부정확
"코스피, 전일대비 22.32p 오른 2352.15 출발(0.96%↑)",긍정
"[외환] 원/달러 환율 0.1원 내린 1,189.0원(개장)",부정확
日증시 상승 출발..닛케이 23242.74(+1.12%),부정확
[출발]환율 하락..1189.0(-0.1원),부정
[출발]프로그램 254억 매도우위,긍정
[출발]코스닥 상승..821.53(+0.71%),부정확
[출발]코스피 상승..2352.15(+0.96%),부정확
[출발]국채선물 하락..112.15 -2틱,부정
[출발]지수선물 상승..311.90(+1.20p),부정확
"세화아이엠씨, 마스크 3종 美 FDA 허가 획득",긍정
"[Hot-Line] ""SK텔레콤, 실적개선·배당상향 기대로 주가 상승""",긍정
"하나금투 ""삼천리, 도시가스 공급비용 인상…비용부담 제한적""",부정확
"카페24, 페이스북과 함께 쇼핑몰 성공전략 공개",긍정
"SK머티리얼즈, 단계적 실적 성장...목표가↑ -DB금융투자",긍정
"제이콘텐트리, 기업가치에 비해 저평가돼…목표가 24%↑-유안타",긍정
"유니슨, 최대주주 도시바서 국내로 변경…그린뉴딜 수혜 전망",긍정
"""제이콘텐트리, 상반기 부진 하반기엔 기대 걸 만"" -한화",긍정
"[오늘장 미리보기] 변동성 상존…성장주, 글로벌 추세 동조",긍정
"""카카오게임즈, 계열사중 최초 상장…실적 성장 기대""-NH투자증권",긍정
"""아이폰 카메라, 렌즈당 공급사 따로 지정시, LG이노텍 매출↓""",부정
"삼성전자, 영화를 소재로 제작한 QLED 8K 광고 공개 `주목`",긍정
"한화證 ""현대홈쇼핑, 종속사 성장 빨라…장기 기업가치 증대""",긍정
"[마켓브리핑] LG유플러스, 불어난 차입규모 이어가",부정확
"한화證 ""현대홈쇼핑, 종속회사 성장에 힘입어 기업가치 상승 전망""",긍정
"아이에스동서, 주주 친화적 M&A 지속-IBK",부정확
"현대홈쇼핑, 현대百의 제조업 중심축 될 것-한화",부정확
"증권플러스 비상장, 삼성증권과 이벤트…카카오게임즈 주식 준다",부정확
[원자재 시황]국제유가 상승…쌍둥이 허리케인으로 생산 우려,부정
"[뉴스새벽배송]나스닥 최고치 또 경신…트럼프, 재선 도전 본격화",긍정
"알서포트, 코로나19에 따른 재택근무 증가로 수혜…목표가↑-신한",긍정
[객장의시선]오늘 장 '상승' 전망…지수보다 업종·종목에 베팅,부정확
"CJ그룹, 마지막 변수는 CJ CGV…“재무안정성 저하 지속”",부정
[표]해외 DR 가격(8월 24일),부정확
"유진투자증권 ""유니슨, 그린뉴딜의 핵심 수혜주로 부상""",긍정
[표] 주요 증시 지표 (8월 24일),부정확
[줌인 이종목] 스마트팜 보급확대…`그린플러스` 36%↑,긍정
日증시 상승 마감..닛케이 22985.51(+0.28%),부정확
"[유동원의 글로벌 투자전략] 美 대형기술주, 아직 팔 때 아니다",부정확
카페글 믿고 美슈뢰딩거 샀는데…`서학개미` 울었다,부정확
국내기관 의결권행사 75%는 `깜깜이`,부정확
삼성전자·네이버 단연 `톱픽`,부정확
"한국자산신탁 ""고양동부새마을금고 제기한 손해배상 소송 기각""",부정
삼성증권 `언택트 강연`에 1011社 몰렸다,부정확
한한령 뚫은 청담러닝…中투자 70억유치,긍정
[유가증권시장 공시] 한국카본,부정확
[코스닥 공시] 유니슨,부정확
오늘의 증시 일정 (8월 25일),부정확
주가 웅크린 (주)LG…계열사덕에 어깨펼까,부정확
"""코로나로 잠시 조정 있어도…연말 코스피 2500은 거뜬히 넘어""",부정확
"롯데손해보험, 27일 기관 대상 IR",부정확
미래에셋-中안방보험 '7조 소송' 개시,부정
"유안타증권 ""ICC, 안방그룹에 77억원 배상 결정""",부정확
유통주 시총 '1강 3약'...이마트의 독주,부정확
"레버리지 ETP, 기본예탁금제 9월7일 시행",부정확
"""많이 파는게 능사 아니다""...펀드 선정·사후관리 '현미경 검증'",부정확
운용·펀드 수탁·사무관리사 등도 내부통제 강화하고 새시스템 마련,부정확
"거래소, 웰크론한텍에 불성실공시법인 지정예고",부정확
"JP모건 ""앞으로 석달 코로나 정점""…완화된 규제 탓",긍정
"""건강이 우선""… 코로나에 쑥쑥 크는 건기식株",부정확
변동성 우려에도… 증시 대기자금 사상최대,부정
"카카오게임즈, SK바이오팜 ‘따상’ 흥행 잇나",긍정
"기관, 신보 유동화증권 매입액 올 누적규모 3조6000억 넘어",부정확
"[시그널] 어펄마캐피털, 분사 1년만에 '우뚝'...EMC 등 메가딜 성사",부정확
"[시그널] 효성캐피탈, 韓·日전?...오릭스캐피탈 인수참여",부정확
"[시그널] SK이노베이션, 3000억 회사채 발행···현금확보 속도",부정확
"청호컴넷, 최대주주 글로벌파마로 변경",부정확
바이오 열풍에…'코넥스→코스닥' 역대 최다,긍정
엔씨소프트 '3중고'에 발목 잡히나…BBIG 중 나홀로 주가 '역주행',부정확
"레버리지ETN·ETF, 기본예탁금제 내달 7일 시행",부정확
亞 유망벤처 지분 사들인 스틱…해외투자 '선구안' 탁월,부정확
"금융위 ""공매도 금지 단계적 연장 검토""",부정확
'네이버 장보기'가 이마트에 악재?,부정
애플·엔비디아 90% 넘게 올랐는데…삼성전자 주가 20%도 못올라,부정
"우리銀, 석달만에 커버드본드 3천억 추가 발행",부정확
