번호,기업명,뉴스
1438,아이큐어,
1439,아이크래프트,
1440,아이텍,
1441,아이톡시,
1442,아이티센,
1443,아이티엠반도체,
1444,아주IB투자,
1445,아즈텍WB,
1446,아진산업,
1447,아진엑스텍,
1448,아톤,
1449,아프리카TV,
1450,안국약품,
1451,안랩,
1452,안트로젠,
1453,알로이스,
1454,알리코제약,
1455,알서포트,
1456,알에스오토메이션,
1457,알에프세미,
1458,알에프텍,
1459,알엔투테크놀로지,
1460,알테오젠,
1461,알톤스포츠,
1462,알티캐스트,
1463,알파홀딩스,
1464,압타바이오,
1465,애니젠,
1466,애니플러스,
1467,액션스퀘어,
1468,액토즈소프트,
1469,액트,
1470,액트로,
1471,앤디포스,
1472,앤씨앤,
1473,앱클론,
1474,야스,
1475,양지사,
1476,어보브반도체,
1477,에너토크,
1478,에버다임,
1479,에스넷,
1480,에스디생명공학,
1481,에스디시스템,
1482,에스맥,
1483,에스모,
1484,에스모 머티리얼즈,
1485,에스씨디,
1486,에스씨엠생명과학,
1487,에스아이리소스,
1488,에스앤더블류,
1489,에스앤에스텍,
1490,에스에너지,
1491,에스에스알,
1492,에스에이엠티,
1493,에스에이티,
1494,에스에프에이,
1495,에스엔유,
1496,에스엠,
1497,에스엠코어,
1498,에스와이,
1499,에스제이그룹,
1500,에스제이케이,
1501,에스코넥,
1502,에스텍,
1503,에스텍파마,
1504,에스트래픽,
1505,에스티아이,
1506,에스티오,
1507,에스티큐브,
1508,에스티팜,
1509,에스폴리텍,
1510,에스퓨얼셀,
1511,에스피시스템스,
1512,에스피지,
1513,에쎈테크,
1514,에이디칩스,
1515,에이디테크놀로지,
1516,에이루트,
1517,에이비엘바이오,
1518,에이비프로바이오,
1519,에이스침대,
1520,에이스테크,
1521,에이스토리,
1522,에이씨티,
1523,에이아이비트,
1524,에이앤티앤,
1525,에이에프더블류,
1526,에이치시티,
1527,에이치엔티,
1528,에이치엘비,
1529,에이치엘비생명과학,
1530,에이치엘비파워,
1531,에이치엘사이언스,
1532,에이치엠씨제4호스팩,
1533,에이치케이,
1534,에이테크솔루션,
1535,에이텍,
1536,에이텍티앤,
1537,에이티넘인베스트,
1538,에이티세미콘,
1539,에이팩트,
1540,에이프런티어,
1541,에이프로,
1542,에이프로젠 H&G,
1543,에이피티씨,
1544,에치에프알,
1545,에코마이스터,
1546,에코마케팅,
1547,에코바이오,
1548,에코캡,
1549,에코프로,
1550,에코프로비엠,
1551,에코플라스틱,
1552,에프알텍,
1553,에프앤리퍼블릭,
1554,에프에스티,
1555,에프엔씨엔터,
1556,에프엔에스테크,
1557,엑사이엔씨,
1558,엑셈,
1559,엑스큐어,
1560,엑시콘,
1561,엔바이오니아,
1562,엔브이에이치코리아,
1563,엔시트론,
1564,엔에스,
1565,엔에스엔,
1566,엔에이치스팩13호,
1567,엔에이치스팩14호,
1568,엔에이치스팩15호,
1569,엔에이치스팩16호,
1570,엔지스테크널러지,
1571,엔지켐생명과학,
1572,엔케이맥스,
1573,엔터메이트,
1574,엔텔스,
1575,엔피디,
1576,엔피케이,
1577,엘디티,
1578,엘비세미콘,
1579,엘아이에스,
1580,엘앤씨바이오,
1581,엘앤에프,
1582,엘앤케이바이오,
1583,엘엠에스,
1584,엘오티베큠,
1585,엘이티,
1586,엘컴텍,
1587,엘티씨,
1588,엠게임,
1589,엠벤처투자,
1590,엠씨넥스,
1591,엠아이텍,
1592,엠에스씨,
1593,엠에스오토텍,
1594,엠젠플러스,
1595,엠케이전자,
1596,엠투아이,
1597,엠플러스,
1598,연우,
1599,영림원소프트랩,
1600,영신금속,
1601,영우디에스피,
1602,영풍정밀,
1603,영화테크,
1604,예림당,
1605,예선테크,
1606,예스24,
1607,예스티,
1608,오공,
1609,오디텍,
1610,오로라,
1611,오르비텍,
1612,오리엔탈정공,
1613,오리엔트정공,
1614,오리콤,
1615,오상자이엘,
1616,오성첨단소재,
1617,오션브릿지,
1618,오스코텍,
1619,오스테오닉,
1620,오스템,
1621,오스템임플란트,
1622,오이솔루션,
1623,오킨스전자,
1624,오텍,
1625,오파스넷,
1626,오픈베이스,
1627,올리패스,
1628,올릭스,
1629,옴니시스템,
1630,옵트론텍,
1631,옵티시스,
1632,옵티팜,
1633,와이솔,
1634,와이아이케이,
1635,와이엔텍,
1636,와이엠씨,
1637,와이엠티,
1638,와이오엠,
1639,와이제이엠게임즈,
1640,와이즈버즈,
1641,와이지-원,
1642,와이지엔터테인먼트,
1643,와이팜,
1644,와토스코리아,
1645,우노앤컴퍼니,
1646,우리기술,
1647,우리기술투자,
1648,우리넷,
1649,우리로,
1650,우리바이오,
1651,우리산업,
1652,우리산업홀딩스,
1653,우리손에프앤지,
1654,우리이앤엘,
1655,우리조명,
1656,우림기계,
1657,우수AMS,
1658,우양,
1659,우원개발,
1660,우정바이오,
1661,우주일렉트로,
1662,우진비앤지,
1663,원익,
1664,원익IPS,
1665,원익QnC,
1666,원익머트리얼즈,
1667,원익큐브,
1668,원익홀딩스,
1669,원일특강,
1670,원풍,
1671,원풍물산,
1672,월덱스,
1673,웨이브일렉트로,
1674,웰크론,
1675,웰크론한텍,
1676,웹스,
1677,웹젠,
1678,웹케시,
1679,위니아딤채,
1680,위닉스,
1681,위더스제약,
1682,위메이드,
1683,위세아이텍,
1684,위즈코프,
1685,위지윅스튜디오,
1686,위지트,
1687,윈스,
1688,윈텍,
1689,윈팩,
1690,윈하이텍,
1691,윌링스,
1692,유니셈,
1693,유니슨,
1694,유니온커뮤니티,
1695,유니크,
1696,유니테스트,
1697,유니테크노,
1698,유니트론텍,
1699,유라테크,
1700,유바이오로직스,
1701,유비벨록스,
1702,유비케어,
1703,유비쿼스,
1704,유비쿼스홀딩스,
1705,유성티엔에스,
1706,유신,
1707,유아이디,
1708,유아이엘,
1709,유안타제3호스팩,
1710,유안타제4호스팩,
1711,유안타제5호스팩,
1712,유안타제6호스팩,
1713,유앤아이,
1714,유에스티,
1715,유진기업,
1716,유진로봇,
1717,유진스팩4호,
1718,유진스팩5호,
1719,유진테크,
1720,유테크,
1721,유티아이,
1722,유틸렉스,
1723,육일씨엔에쓰,
1724,율호,
1725,이건홀딩스,
1726,이그잭스,
1727,이글루시큐리티,
1728,이글벳,
1729,이노메트리,
1730,이노와이어리스,
1731,이노와이즈,
1732,이노인스트루먼트,
1733,이노테라피,
1734,이녹스,
1735,이녹스첨단소재,
1736,이니텍,
1737,이더블유케이,
1738,이디티,
1739,이라이콤,
1740,이랜시스,
1741,이랜텍,
1742,이루다,
1743,이루온,
1744,이매진아시아,
1745,이미지스,
1746,이베스트스팩5호,
1747,이베스트이안스팩1호,
1748,이베스트투자증권,
1749,이상네트웍스,
1750,이수앱지스,
1751,이스트소프트,
1752,이씨에스,
1753,이에스에이,
1754,이엑스티,
1755,이엔드디,
1756,이엔에프테크놀로지,
1757,이엘피,
1758,이엠넷,
1759,이엠앤아이,
1760,이엠코리아,
1761,이엠텍,
1762,이오테크닉스,
1763,이원컴포텍,
1764,이즈미디어,
1765,이지바이오,
1766,이지웰,
1767,이지케어텍,
1768,이지홀딩스,
1769,이큐셀,
1770,이크레더블,
1771,이테크건설,
1772,이트론,
1773,이퓨쳐,
1774,이화공영,
1775,이화전기,
1776,인바디,
1777,인베니아,
1778,인산가,
1779,인선이엔티,
1780,인성정보,
1781,인지디스플레,
1782,인콘,
1783,인크로스,
1784,인탑스,
1785,인터로조,
1786,인터엠,
1787,인터파크,
1788,인터플렉스,
1789,인텍플러스,
1790,인텔리안테크,
1791,인트로메딕,
1792,인트론바이오,
1793,인포마크,
1794,인포바인,
1795,인포뱅크,
1796,인프라웨어,
1797,인피니트헬스케어,
1798,인화정공,
1799,일신바이오,
1800,일야,
1801,일지테크,
1802,일진파워,
1803,잉크테크,
1804,자비스,
1805,자안,
1806,자연과환경,
1807,자이글,
1808,장원테크,
1809,재영솔루텍,
1810,전진바이오팜,
1811,전파기지국,
1812,정다운,
1813,정산애강,
1814,정상제이엘에스,
1815,정원엔시스,
1816,제낙스,
1817,제너셈,
1818,제넥신,
1819,제넨바이오,
1820,제노레이,
1821,제노포커스,
1822,제놀루션,
1823,제닉,
1824,제로투세븐,
1825,제룡산업,
1826,제룡전기,
1827,제우스,
1828,제이브이엠,
1829,제이스텍,
1830,제이씨케미칼,
1831,제이씨현시스템,
1832,제이앤티씨,
1833,제이에스티나,
1834,제이엔케이히터,
1835,제이엘케이,
1836,제이엠아이,
1837,제이엠티,
1838,제이웨이,
1839,제이티,
1840,제일바이오,
1841,제일제강,
1842,제일테크노스,
1843,제주반도체,
1844,제테마,
1845,젠큐릭스,
1846,젬백스,
1847,젬백스링크,
1848,젬백스지오,
1849,조광ILI,
1850,조아제약,
1851,조이맥스,
1852,조이시티,
1853,좋은사람들,
1854,주성엔지니어링,
1855,줌인터넷,
1856,중앙백신,
1857,중앙에너비스,
1858,중앙오션,
1859,지노믹트리,
1860,지니뮤직,
1861,지니언스,
1862,지니틱스,
1863,지란지교시큐리티,
1864,지스마트글로벌,
1865,지어소프트,
1866,지에스이,
1867,지엔씨에너지,
1868,지엔원에너지,
1869,지엔코,
1870,지엘팜텍,
1871,지와이커머스,
1872,지트리비앤티,
1873,지티지웰니스,
1874,진로발효,
1875,진매트릭스,
1876,진바이오텍,
1877,진성티이씨,
1878,진양제약,
1879,차바이오텍,
1880,참좋은여행,
1881,창해에탄올,
1882,천랩,
1883,천보,
1884,청담러닝,
1885,청보산업,
1886,체리부로,
1887,초록뱀,
1888,칩스앤미디어,
1889,카스,
1890,카이노스메드,
1891,카페24,
1892,캐리소프트,
1893,캐스텍코리아,
1894,캔서롭,
1895,캠시스,
1896,컴투스,
1897,컴퍼니케이,
1898,케어랩스,
1899,케어젠,
1900,케이디켐,
1901,케이맥,
1902,케이비17호스팩,
1903,케이비제18호스팩,
1904,케이비제19호스팩,
1905,케이비제20호스팩,
1906,케이사인,
1907,케이씨에스,
1908,케이씨티,
1909,케이씨피드,
1910,케이아이엔엑스,
1911,케이에스피,
1912,케이엔더블유,
1913,케이엔제이,
1914,케이엘넷,
1915,케이엠,
1916,케이엠더블유,
1917,케이엠제약,
1918,케이프,
1919,케이프이에스제4호,
1920,케이피에스,
1921,케이피에프,
1922,케이피엠테크,
1923,케이피티유,
1924,켄코아에어로스페이스,
1925,켐온,
1926,켐트로닉스,
1927,켐트로스,
1928,코나아이,
1929,코너스톤네트웍스,
1930,코닉글로리,
1931,코다코,
1932,코데즈컴바인,
1933,코드네이처,
1934,코디,
1935,코디엠,
1936,코렌,
1937,코렌텍,
1938,코리아나,
1939,코리아센터,
1940,코리아에셋투자증권,
1941,코리아에스이,
1942,코리아에프티,
1943,코맥스,
1944,코메론,
1945,코미코,
1946,코미팜,
1947,코세스,
1948,코센,
1949,코스나인,
1950,코스맥스엔비티,
1951,코스메카코리아,
1952,코스온,
1953,코아스템,
1954,코아시아,
1955,코엔텍,
1956,코오롱생명과학,
1957,코웰패션,
1958,코위버,
1959,코윈테크,
1960,코이즈,
1961,코콤,
1962,코텍,
1963,코프라,
1964,콜마비앤에이치,
1965,큐렉소,
1966,큐로컴,
1967,큐로홀딩스,
1968,큐리언트,
1969,큐브앤컴퍼니,
1970,큐브엔터,
1971,큐에스아이,
1972,큐캐피탈,
1973,크로바하이텍,
1974,크루셜텍,
1975,크리스에프앤씨,
1976,크리스탈,
1977,크린앤사이언스,
1978,클래시스,
1979,클리오,
1980,키네마스터,
1981,키움제5호스팩,
1982,키이스트,
1983,타이거일렉,
1984,탑엔지니어링,
1985,태광,
1986,태양,
1987,태웅,
1988,태웅로직스,
1989,테고사이언스,
1990,테라사이언스,
1991,테라셈,
1992,테라젠이텍스,
1993,테스,
1994,테스나,
1995,테크윙,
1996,텔레칩스,
1997,텔레필드,
1998,텔콘RF제약,
1999,토박스코리아,
2000,토비스,
2001,토탈소프트,
2002,톱텍,
2003,투비소프트,
2004,트루윈,
2005,특수건설,
2006,티라유텍,
2007,티로보틱스,
2008,티비씨,
2009,티사이언티픽,
2010,티씨케이,
2011,티앤알바이오팹,
2012,티에스아이,
2013,티에스이,
2014,티엘아이,
2015,티움바이오,
2016,티케이케미칼,
2017,티플랙스,
2018,티피씨글로벌,
2019,팅크웨어,
2020,파나진,
2021,파라다이스,
2022,파라텍,
2023,파루,
2024,파마리서치프로덕트,
2025,파멥신,
2026,파버나인,
2027,파세코,
2028,파수,
2029,파워넷,
2030,파워로직스,
2031,파이오링크,
2032,파인디앤씨,
2033,파인디지털,
2034,파인테크닉스,
2035,파인텍,
2036,파커스,
2037,파크시스템스,
2038,파트론,
2039,파티게임즈,
2040,팍스넷,
2041,판타지오,
2042,팜스빌,
2043,팜스토리,
2044,패션플랫폼,
2045,팬스타엔터프라이즈,
2046,팬엔터테인먼트,
2047,팬젠,
2048,펄어비스,
2049,펌텍코리아,
2050,펩트론,
2051,평화정공,
2052,포메탈,
2053,포비스티앤씨,
2054,포스링크,
2055,포스코 ICT,
2056,포스코엠텍,
2057,포시에스,
2058,포인트엔지니어링,
2059,포티스,
2060,푸드나무,
2061,푸드웰,
2062,푸른기술,
2063,푸른저축은행,
2064,풍강,
2065,풍국주정,
2066,퓨전,
2067,퓨쳐스트림네트웍스,
2068,퓨쳐켐,
2069,프럼파스트,
2070,프로스테믹스,
2071,프로텍,
2072,프리엠스,
2073,플랜티넷,
2074,플레이디,
2075,플레이위드,
2076,플리토,
2077,플리트 엔터테인먼트,
2078,피델릭스,
2079,피씨디렉트,
2080,피씨엘,
2081,피앤씨테크,
2082,피앤이솔루션,
2083,피에스엠씨,
2084,피에스케이,
2085,피에스케이홀딩스,
2086,피에스텍,
2087,피엔티,
2088,피제이메탈,
2089,피제이전자,
2090,피피아이,
2091,픽셀플러스,
2092,필로시스헬스케어,
2093,필옵틱스,
2094,하나금융14호스팩,
2095,하나금융15호스팩,
2096,하나금융16호스팩,
2097,하나마이크론,
2098,하나머스트제6호스팩,
2099,하나머티리얼즈,
2100,하림,
2101,하림지주,
2102,하이로닉,
2103,하이록코리아,
2104,하이비젼시스템,
2105,하이소닉,
2106,하이제4호스팩,
2107,하이제5호스팩,
2108,하이즈항공,
2109,하이텍팜,
2110,하츠,
2111,한국가구,
2112,한국경제TV,
2113,한국기업평가,
2114,한국맥널티,
2115,한국바이오젠,
2116,한국비엔씨,
2117,한국선재,
2118,한국아트라스비엑스,
2119,한국알콜,
2120,한국유니온제약,
2121,한국전자금융,
2122,한국전자인증,
2123,한국정밀기계,
2124,한국정보공학,
2125,한국정보인증,
2126,한국정보통신,
2127,한국제7호스팩,
2128,한국제8호스팩,
2129,한국캐피탈,
2130,한국컴퓨터,
2131,한국코퍼레이션,
2132,한국큐빅,
2133,한국테크놀로지,
2134,한국파마,
2135,한국팩키지,
2136,한글과컴퓨터,
2137,한네트,
2138,한독크린텍,
2139,한라IMS,
2140,한류AI센터,
2141,한류타임즈,
2142,한빛소프트,
2143,한솔인티큐브,
2144,한송네오텍,
2145,한스바이오메드,
2146,한양디지텍,
2147,한양이엔지,
2148,한일네트웍스,
2149,한일단조,
2150,한일사료,
2151,한일진공,
2152,한일화학,
2153,한창산업,
2154,한컴MDS,
2155,한컴위드,
2156,한탑,
2157,한프,
2158,한화에스비아이스팩,
2159,한화플러스제1호스팩,
2160,해덕파워웨이,
2161,해마로푸드서비스,
2162,해성산업,
2163,해성옵틱스,
2164,핸디소프트,
2165,행남사,
2166,헬릭스미스,
2167,현대공업,
2168,현대바이오,
2169,현대사료,
2170,현대통신,
2171,현우산업,
2172,현진소재,
2173,형지I&C,
2174,홈센타홀딩스,
2175,홈캐스트,
2176,화성밸브,
2177,화신정공,
2178,화일약품,
2179,효성오앤비,
2180,휘닉스소재,
2181,휴네시온,
2182,휴림로봇,
2183,휴마시스,
2184,휴맥스,
2185,휴맥스홀딩스,
2186,휴메딕스,
2187,휴비츠,
2188,휴온스,
2189,휴온스글로벌,
2190,휴젤,
2191,흥구석유,
2192,흥국,
2193,흥국에프엔비,
2194,희림,
2195,힘스,
